Artist,Track,acousticness,danceability,duration_ms,energy,followers,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,valence
Moto Boy,Don't Release Me From Your Spell,0.879,0.433,221887,0.31,9417,0.0,9,0.323,-8.659,0,9,0.0329,125.245,4,0.268
Ashanti,In These Streets,0.0539,0.621,264333,0.732,1764520,0.000149,6,0.242,-5.676,1,19,0.233,73.705,4,0.685
Val Doonican,Ring Of Bright Water,0.857,0.248,181387,0.35,6185,0.0263,8,0.135,-10.746,1,5,0.0334,137.269,4,0.34
Spiritualized,Harmony 1 (mellotron),0.971,0.307,24093,0.275,151755,0.785,10,0.177,-18.09,1,0,0.0489,68.936,4,0.191
John Vanderslice,D.I.A.L.O.,0.00219,0.562,191107,0.436,8134,0.00132,0,0.112,-10.108,1,11,0.0293,72.163,4,0.484
Dave Aju,Open Wide,0.0518,0.541,299707,0.596,1992,0.733,1,0.0817,-8.636,1,0,0.278,179.26,3,0.139
Michna,Swiss Glide,0.00241,0.909,226907,0.86,4019,0.677,1,0.785,-7.933,0,35,0.155,102.996,4,0.292
The Rural Alberta Advantage,The Deadroads,0.162,0.489,161827,0.961,54177,0.0234,4,0.106,-6.405,1,22,0.21,154.9,4,0.694
Chatham County Line,The Carolinian,0.392,0.564,239427,0.614,16135,0.000142,4,0.157,-7.347,1,31,0.0251,98.349,4,0.613
Tom Tom Club,Elephant,0.0614,0.711,291160,0.605,73893,0.6,9,0.204,-15.807,1,30,0.0285,109.321,4,0.9
Octavcat,Little Friends,0.0284,0.602,91841,0.485,2,0.00706,10,0.227,-10.908,0,0,0.0866,62.306,5,0.491
Thieves Like Us,Forget Me Not,0.131,0.765,209813,0.88,43309,0.756,5,0.0967,-8.276,0,24,0.0338,116.999,4,0.711
Kristin Chenoweth,I'll Be Home For Christmas,0.843,0.296,208027,0.268,115062,9.47e-06,8,0.0971,-8.873,1,5,0.0326,124.695,4,0.0531
Danny Elfman,Mein Herring,0.925,0.197,65133,0.215,226180,0.93,6,0.363,-13.876,1,6,0.0362,89.538,1,0.265
Access to Arasaka,Aftermath,0.939,0.255,199420,0.147,3773,0.851,9,0.0763,-18.95,0,3,0.0421,128.207,4,0.0621
The Explorers Club,In The Country,0.645,0.494,225227,0.26,3603,0.000483,8,0.095,-13.144,1,6,0.0273,94.086,4,0.254
Bruce Peninsula,Drinking All Day,0.938,0.257,253693,0.296,2973,0.106,5,0.66,-15.229,1,5,0.0393,125.28,4,0.104
The Megaphonic Thrift,A Thousand Years Of Deconstruction,0.0134,0.41,443147,0.212,2085,0.648,4,0.0969,-12.757,1,0,0.0282,84.846,4,0.119
Robin Thicke / Nicki Minaj,Shakin' It 4 Daddy,0.205,0.834,231720,0.544,1553837,0.0,1,0.0771,-7.133,1,32,0.0891,92.019,4,0.337
Los Van Van,Llegue Llegue,0.0654,0.562,388613,0.64,880476,0.253,4,0.0958,-11.826,1,6,0.0494,112.58,4,0.717
Le Vrai Ben,Minivan,0.0124,0.567,220402,0.532,308,0.00487,9,0.191,-5.733,1,2,0.168,84.018,4,0.546
Deolinda,Ai Rapaz,0.827,0.682,190680,0.393,41017,5.75e-05,7,0.0976,-8.781,1,21,0.139,140.828,4,0.432
Sundriver,Feel,0.00316,0.693,604833,0.881,1009,0.832,5,0.415,-9.686,0,0,0.0685,130.008,4,0.533
Afroman,'Ho Stopper,0.396,0.828,321867,0.806,253436,0.0,3,0.379,-6.714,0,15,0.238,76.001,4,0.874
Future Of Forestry,Close Your Eyes,0.504,0.457,242280,0.333,39095,0.00861,2,0.088,-9.162,1,19,0.0288,129.7,4,0.294
Kill The Client,Test Tube Nation,0.000129,0.26,44733,0.993,3448,0.065,9,0.33,-3.284,0,4,0.203,118.464,5,0.0374
Cobblestone Jazz,Cromagnon Man,0.0411,0.856,302768,0.459,7252,0.728,7,0.0576,-8.958,0,4,0.0894,129.992,4,0.692
Jessica Mauboy,Been Waiting,0.0142,0.54,229693,0.76,169469,0.0,10,0.343,-6.677,1,43,0.105,159.909,4,0.631
Caleb Rowden,Made,0.862,0.418,207973,0.339,250,1.14e-06,9,0.337,-11.1,1,4,0.0321,82.077,4,0.332
Wolfmother,Back Round,2.55e-05,0.346,236560,0.921,648735,0.00358,0,0.091,-5.562,1,25,0.0782,153.913,4,0.3
Joker's Daughter,JD Folk Blues,0.252,0.753,100667,0.432,826,0.0647,5,0.154,-10.755,0,2,0.0393,120.161,3,0.829
Mossa,Balloon Gods,0.000451,0.793,368024,0.854,880476,0.875,6,0.1,-7.832,0,0,0.0727,126.991,3,0.733
No Angels,Disappear,0.0526,0.755,198000,0.651,17747,0.00011,8,0.106,-5.215,1,31,0.0405,122.902,4,0.344
Kaizers Orchestra,9mm,0.00679,0.355,189387,0.823,121272,0.00845,1,0.271,-5.608,1,7,0.237,133.583,4,0.548
Coldplay,The Goldrush,0.654,0.56,149253,0.627,25338973,0.365,5,0.08,-9.991,1,33,0.0333,135.282,4,0.937
Failsafe,Mirror Mirror,0.0227,0.262,321880,0.957,38860,0.416,10,0.211,-4.543,1,31,0.102,114.814,3,0.0407
Ian Gillan,Always The Traveller,0.0629,0.805,247515,0.758,24755,0.192,1,0.143,-5.969,1,0,0.0298,99.991,4,0.854
Minor Leagues,Travel Agent,0.0152,0.255,238787,0.663,70,0.0,4,0.116,-3.943,1,0,0.0399,156.102,4,0.487
Evol Intent,The Oscine's Lament,8.56e-05,0.605,255587,0.998,20298,0.721,2,0.446,-3.745,0,5,0.113,102.49,4,0.0817
The Pussycat Dolls,When I Grow Up,0.00165,0.671,245680,0.685,3382158,0.0,11,0.398,-5.762,0,71,0.05,118.449,4,0.368
Shwayze,High Together,0.0558,0.823,198960,0.747,142412,0.0,1,0.0373,-6.284,1,35,0.117,120.005,4,0.75
Electric Eel Shock,Kill The Weekend,0.00226,0.435,232560,0.794,2997,0.369,6,0.251,-6.664,1,2,0.0429,96.047,4,0.691
Jon Hopkins,Vessel,0.311,0.61,281693,0.49,325969,0.87,10,0.122,-9.671,0,25,0.0688,135.623,4,0.428
Raised Fist,Out,1.11e-06,0.392,240613,0.721,57698,0.776,3,0.0775,-5.494,1,22,0.0402,140.103,4,0.0482
Mouthful of Bees,Enhance Your Starry Night,0.791,0.611,261453,0.315,147,0.000868,6,0.125,-12.688,1,0,0.0295,100.026,4,0.24
Jack Johnson,Losing Keys,0.534,0.689,268293,0.0775,2765030,0.00101,0,0.283,-17.434,1,43,0.264,72.897,4,0.168
Ressu Redford,Ei Rakkaus Oo Aina Helppoo,0.0588,0.773,200667,0.827,8222,0.0,4,0.359,-5.318,0,1,0.0242,107.017,4,0.883
The Dictators,Science Gone To Far,0.333,0.21,207261,0.857,25710,0.0,9,0.364,-12.438,1,8,0.0586,162.971,4,0.264
Jake Shimabukuro,Five Dollars Unleaded,0.93,0.457,206667,0.439,52863,0.899,0,0.705,-9.982,1,4,0.0664,107.117,3,0.253
Koffin Kats,Wild Ride,0.000437,0.14,174333,0.928,34308,0.000209,10,0.0662,-4.137,0,20,0.0982,157.369,4,0.107
Psilodump,Phonebook,0.00157,0.642,415040,0.96,2154,0.0323,11,0.57,-6.402,0,2,0.126,139.91,4,0.669
Khia,Be Your Lady,0.00186,0.712,233187,0.748,108740,0.0,0,0.331,-7.294,1,5,0.114,81.46,4,0.888
Ikonika,Fish,2.04e-05,0.534,276920,0.769,10045,0.905,9,0.113,-7.035,0,0,0.0275,140.087,4,0.323
Gorillaz,Glitter Freeze (Feat. Mark E Smith),5.57e-05,0.259,243253,0.73,5394336,0.767,0,0.166,-4.856,1,52,0.0536,90.392,3,0.156
There For Tomorrow,I Can't Decide,0.0411,0.51,290613,0.528,48418,0.0,1,0.119,-7.599,1,21,0.0379,136.067,3,0.375
Poisonblack,Alone,0.017,0.55,283920,0.937,25846,0.00511,6,0.139,-4.23,0,11,0.046,125.042,3,0.198
VOTA,Bye Bye,0.00369,0.635,215787,0.887,2760,2.56e-06,6,0.269,-3.153,0,3,0.038,97.044,4,0.698
Blk Jks,Banna Ba Modimo,0.00075,0.166,310680,0.907,2730,0.0249,8,0.0846,-4.517,0,2,0.0926,79.01,4,0.441
The Kooks,Shine On,0.0763,0.466,194240,0.634,1847345,0.0,6,0.0678,-5.3,1,49,0.0289,128.992,4,0.324
Our Brother The Native,Well Bred,0.0628,0.452,240040,0.545,183,0.00303,9,0.117,-8.132,0,0,0.0387,130.019,4,0.117
Candlebox,Miss You,0.0015,0.421,307053,0.689,487647,3.08e-06,5,0.125,-5.111,1,30,0.0283,148.09,4,0.442
Sophie Zelmani,I've Got A Suspicion,0.626,0.432,226293,0.574,56167,0.631,8,0.156,-9.161,1,6,0.0296,172.282,3,0.693
Sweet Coffee,Beautiful People,0.0121,0.571,187080,0.868,3788,0.00318,8,0.0822,-4.947,1,8,0.0345,128.02,4,0.607
Justin Hinds And The Dominoes,Hey mama,0.977,0.891,171933,0.488,5771,0.691,5,0.179,-9.348,1,4,0.147,135.221,4,0.961
Neva Dinova,No One Loves Me,0.437,0.271,133467,0.304,6837,0.0101,0,0.229,-13.022,1,8,0.0287,98.15,4,0.328
Joe Sample / Randy Crawford,Just One Smile,0.87,0.544,261587,0.158,175624,0.000232,10,0.0721,-13.579,0,16,0.0424,129.049,4,0.193
Creedence Clearwater Revival,Broken Spoke Shuffle,0.00331,0.687,159373,0.772,3384082,0.765,2,0.08,-10.682,1,37,0.0312,139.785,4,0.933
End Of You,Better God,0.0863,0.406,247467,0.828,3670,0.0,5,0.15,-3.859,1,5,0.0274,86.992,4,0.205
Supreme Court,Keep Calm + Carry On,0.000601,0.574,261440,0.984,793,0.885,10,0.114,-6.539,0,6,0.0403,124.019,4,0.405
Extrawelt,Added Planet,0.0275,0.787,347467,0.741,102168,0.865,2,0.359,-9.244,1,18,0.0734,130.027,4,0.25
Pat Metheny,Orchestrion,0.723,0.516,518920,0.649,197035,0.109,9,0.079,-9.377,0,16,0.0385,81.166,4,0.639
Sexy sushi,Toutes comme moi,0.187,0.791,142907,0.781,34713,0.00481,10,0.0751,-6.83,0,21,0.0618,109.982,4,0.968
Bananarama,Twisting,0.00491,0.614,223653,0.66,384937,0.0,8,0.175,-4.346,1,3,0.0283,130.028,4,0.432
Trin-I-Tee 5:7,Soul Is Anchored,0.00299,0.589,353187,0.543,60266,0.00237,8,0.0653,-5.586,1,15,0.0482,89.937,4,0.231
The Bear That Wasn't,Your Huckleberry Friend,0.414,0.305,379947,0.198,1353,0.0128,11,0.603,-13.131,0,4,0.0316,95.111,4,0.0994
The Morning Of,The Sound Of Something Secure,0.000263,0.478,221067,0.916,8057,0.0,9,0.104,-5.032,1,8,0.0823,155.967,4,0.575
Albert King,Match Box Blues,0.498,0.474,459493,0.552,269099,0.00377,1,0.593,-9.232,1,26,0.119,173.302,4,0.765
Poni Hoax,The Paper Bride,0.192,0.538,392147,0.64,14125,0.422,2,0.111,-9.252,0,35,0.0332,169.994,4,0.561
Murray Head,So sad,0.851,0.591,192040,0.303,20763,8.92e-05,3,0.373,-13.076,1,2,0.0435,114.174,4,0.372
Clubbticket,I Believe In Love,0.000114,0.604,200571,0.993,1909,8.77e-05,4,0.199,-4.706,0,31,0.0437,140.001,4,0.461
The Go Set,Eastside Burning,0.0312,0.511,134187,0.977,2603,0.0,6,0.175,-2.669,1,2,0.0803,107.79,4,0.765
Philip Jeck,Shining,0.77,0.146,393267,0.213,3534,0.777,6,0.0917,-18.872,1,1,0.0371,142.943,4,0.0458
Collective Soul,Fuzzy,0.0182,0.581,239573,0.709,601315,0.000664,9,0.174,-4.909,1,30,0.0282,120.027,4,0.408
Klimt 1918,Just An Interlude In Your Life,8.78e-05,0.416,327787,0.956,4936,0.000345,8,0.285,-3.629,0,12,0.0564,97.995,4,0.334
Jeff Dunham,A Terrifying Terrorist,0.746,0.404,345013,0.928,58830,0.0,6,0.953,-14.671,0,31,0.889,152.921,3,0.0386
The Manhattan Love Suicides,Finding The End Of The Line,0.587,0.556,229467,0.659,783,0.0943,5,0.223,-6.202,1,0,0.0362,89.945,4,0.586
Blur,Coffee And TV,0.0511,0.743,358773,0.743,880476,0.233,2,0.0987,-10.117,1,0,0.0367,121.604,4,0.707
The Blockheads,Prophet Of Doom,0.464,0.613,189800,0.505,5232,0.00689,0,0.129,-10.958,1,0,0.0314,98.709,3,0.515
Sukh Knight,Cop Killer,0.0645,0.72,294853,0.922,880476,0.661,2,0.423,-1.644,0,3,0.0894,139.927,4,0.617
Akesson,Perfect Blue,9.44e-05,0.524,426087,0.99,478,0.908,10,0.115,-5.274,0,12,0.0605,138.007,4,0.395
Giuseppe Ielasi,9,0.862,0.167,247827,0.0743,1222,0.946,0,0.116,-18.481,0,1,0.0313,101.053,5,0.146
Eagle Twin,Crow Hymn,5.45e-05,0.182,900733,0.707,4038,0.749,2,0.206,-6.456,1,3,0.0373,81.347,4,0.368
Eric Matthews,That Kiss Of Life,0.442,0.121,283040,0.587,1057,0.733,8,0.15,-9.285,1,1,0.0435,207.975,4,0.56
MyChildren MyBride,The Machinist,0.00304,0.31,244573,0.9,22079,0.0,6,0.28,-4.027,1,17,0.219,144.836,5,0.34
Patricia Barber,Miss Otis Regrets,0.825,0.708,250960,0.301,18516,0.0791,8,0.157,-12.675,1,11,0.0616,96.101,4,0.314
The Casualties,War Is Business,1.65e-05,0.379,107333,0.995,94001,0.000356,0,0.161,-2.989,1,17,0.212,179.944,4,0.4
4ft Fingers,Thick As Thieves,0.018,0.423,209013,0.964,957,0.22,11,0.345,-3.394,1,1,0.075,134.964,4,0.338
Brother Firetribe,Heart Full Of Fire,0.000218,0.616,224253,0.945,13730,1.67e-06,4,0.16,-3.305,0,40,0.0577,119.989,4,0.799
Auto Auto,Empire Home,0.0218,0.728,236467,0.707,296,0.00022,6,0.0917,-5.543,0,1,0.0306,128.047,4,0.595
You Me At Six,Take Off Your Colours,0.224,0.356,366747,0.36,599028,0.0,7,0.159,-7.696,1,32,0.0288,150.132,4,0.249
blessthefall,We'll Sleep When We're Dead,5.96e-05,0.259,251800,0.951,438577,0.000763,9,0.0961,-4.016,1,31,0.13,177.916,4,0.185
Eric Matthews,Genius,0.0726,0.415,192600,0.498,1057,0.103,1,0.093,-9.003,1,0,0.0295,111.68,4,0.471
Arctic Monkeys,Catapult,0.000212,0.483,206944,0.937,9149056,0.0,9,0.295,-7.832,0,30,0.0759,150.998,4,0.673
Dope Stars Inc.,It's For You,2.32e-05,0.399,160659,0.991,15391,4.01e-06,11,0.403,-3.445,1,15,0.0564,97.486,4,0.468
Sondre Lerche,Words And Music,0.0654,0.631,209307,0.324,59364,0.0,5,0.266,-7.33,1,15,0.0334,129.943,4,0.408
Lushlife,Bottle Rocket,0.17,0.791,213307,0.843,6471,0.0,9,0.119,-6.579,0,6,0.343,95.024,4,0.5
Brain Drill,Beyond Bludgeoned,6.58e-05,0.249,256947,0.999,15676,0.802,1,0.199,-1.623,0,17,0.281,147.404,4,0.0346
Dax Riggs,Barefoot in the Dark,0.101,0.287,253907,0.557,17944,0.00517,11,0.128,-6.031,0,15,0.0276,105.849,4,0.111
Dr. John & The Lower 911,We Gettin' There,0.166,0.657,311947,0.741,655,0.000203,11,0.123,-6.757,0,2,0.0598,86.306,4,0.808
Betagarri,Lucio,0.00461,0.714,230787,0.872,18850,6.12e-05,0,0.11,-4.95,1,3,0.0418,95.038,4,0.601
Jason Lytle,Rollin' Home Alone,0.537,0.411,254773,0.482,8693,0.305,10,0.286,-6.469,1,11,0.0296,131.937,4,0.168
Joakim,Ad Me,0.0435,0.821,236773,0.833,11493,0.242,11,0.305,-8.594,0,1,0.0497,126.984,4,0.592
Playboy Tre,Everybody Lookin 4 Something,0.0319,0.565,211000,0.852,302,0.0,11,0.765,-4.307,0,0,0.383,142.032,4,0.791
Hidrogenesse,Schloss (Bestiola),0.000169,0.521,300659,0.912,14611,0.00795,9,0.354,-7.848,0,3,0.0294,135.007,4,0.782
Poisonblack,Invisible,0.139,0.481,487893,0.711,25846,0.00186,7,0.112,-4.76,0,12,0.0368,120.015,4,0.16
Carpark North,Lost (Peace),0.0338,0.565,252467,0.807,41185,0.00361,9,0.356,-6.617,0,14,0.0572,129.971,4,0.264
Kurt Nilsen,Country Music,0.000693,0.561,192810,0.635,1823,0.462,2,0.126,-10.271,1,0,0.0294,88.978,4,0.26
Winifred Phillips,Home World,0.858,0.276,109173,0.356,1732,0.0342,10,0.154,-14.611,0,3,0.0495,138.511,4,0.076
SFDK,Nuevo,0.157,0.764,218413,0.866,431952,1.17e-06,2,0.145,-4.37,1,25,0.164,95.661,4,0.63
Ernie Maresca,Mary Jane,0.672,0.612,144867,0.613,382,0.0,7,0.238,-8.345,0,11,0.0311,93.393,4,0.968
Erja Lyytinen,Soul Of A Man,0.157,0.378,416027,0.716,5670,0.000485,7,0.665,-7.719,1,1,0.186,91.054,4,0.333
Half Man Half Biscuit,On The 'Roids,0.289,0.46,238707,0.824,21421,0.0,7,0.12,-5.12,1,12,0.0401,127.961,4,0.648
Blue Roses,I Am Leaving,0.836,0.484,206093,0.289,2103,0.00649,0,0.112,-10.63,1,25,0.029,118.754,4,0.22
Los Van Van,Pero A Mi Manera,0.387,0.494,178933,0.502,19158,2.39e-05,9,0.26,-15.267,1,1,0.0387,114.625,4,0.963
Virus Syndicate,Doorway,0.184,0.64,192240,0.795,31840,0.000307,11,0.244,-13.182,1,0,0.256,144.972,4,0.515
Trolle Siebenhaar,Shortcuts,0.169,0.723,215413,0.481,3968,0.0144,9,0.308,-6.896,0,8,0.0288,140.103,4,0.395
Shakira,Lo Hecho EstÃ¡ Hecho,0.431,0.872,192693,0.725,18600612,4.74e-06,5,0.182,-5.108,0,50,0.0827,137.937,4,0.687
GORGOROTH,Prayer,1.65e-06,0.225,213240,0.978,142101,0.711,8,0.323,-4.703,1,25,0.166,142.93,3,0.0653
Fiddler's Green,Once In A While,0.000881,0.412,157720,0.965,69257,0.000421,9,0.312,-4.207,1,8,0.211,173.112,4,0.492
Blank + Jones,Rumble,0.369,0.637,467670,0.651,52712,0.895,5,0.771,-10.964,0,9,0.06,177.992,4,0.0881
The Megaphonic Thrift,Acid Blues,0.000562,0.181,157853,0.898,2085,0.872,11,0.151,-7.943,0,0,0.0696,162.678,4,0.218
Buckwheat Zydeco,When the levee breaks,0.184,0.289,315453,0.914,11406,0.249,5,0.444,-4.043,0,16,0.043,92.034,4,0.751
Govi,Bittersweet,0.000769,0.682,222600,0.825,880476,0.499,1,0.318,-9.23,1,0,0.0328,124.851,4,0.262
We Are Scientists,Spoken For,0.043,0.462,181160,0.428,175292,0.0329,8,0.131,-7.999,0,11,0.0257,97.952,4,0.15
Shy Child,Dark Destiny,0.049,0.663,310493,0.54,5384,0.00122,8,0.0977,-7.629,1,4,0.027,139.943,4,0.489
Eisbrecher,Verdammt Sind,0.404,0.446,101933,0.538,207899,0.313,4,0.573,-16.241,0,8,0.252,105.238,4,0.327
Anders Manga,Murder In the Convent,0.0181,0.544,245907,0.981,3135,0.426,7,0.168,-5.927,1,8,0.058,155.016,4,0.481
Cassettes Won't Listen,Metronomes,0.152,0.674,259088,0.638,1422,0.0019,9,0.697,-8.132,0,2,0.0582,77.037,4,0.494
The Young Punx,Your Music Is Killing Me,0.00767,0.577,204640,0.925,3797,2.47e-05,11,0.933,-6.772,0,9,0.132,82.114,4,0.869
Scott Glasgow,The Transcoder,0.897,0.0854,184200,0.159,267,0.874,0,0.102,-23.546,0,0,0.0373,166.919,4,0.0373
The Creepshow,Rock 'N' Roll Sweetheart,0.00297,0.525,171027,0.958,42776,0.000594,9,0.0987,-2.741,0,16,0.166,104.099,4,0.5
Redrama,For A Day,0.176,0.811,215787,0.8,40387,0.0,8,0.0907,-4.431,1,10,0.246,79.99,4,0.398
Flying Pickets,Save Me Tonight,0.799,0.594,234107,0.46,10979,0.0,9,0.115,-6.443,0,0,0.0962,131.793,3,0.502
Arise,Pitch Black,2.04e-05,0.575,165013,0.767,688,0.879,6,0.456,-5.412,1,0,0.0453,125.016,4,0.358
Vanessa Hudgens,Hook It Up,0.0386,0.727,172120,0.888,1287880,0.0,9,0.4,-4.589,1,21,0.207,127.995,4,0.822
City And Colour,Against The Grain,0.906,0.502,226000,0.179,711330,0.000209,4,0.0723,-12.161,1,37,0.0341,121.266,3,0.353
Job For A Cowboy,Lords Of Chaos,8.94e-05,0.487,216387,0.988,134265,0.356,7,0.331,-4.866,1,21,0.141,131.981,4,0.11
Greg MacPherson,Backflow,0.0274,0.514,282867,0.913,637,0.443,9,0.331,-7.604,1,0,0.0615,152.023,4,0.221
Frankie Laine,West End Blues,0.965,0.636,160251,0.146,880476,0.00567,7,0.238,-12.625,1,12,0.0503,79.354,4,0.429
Snowgoons,At War,0.181,0.47,244160,0.933,72898,0.0,10,0.034,-3.558,0,8,0.382,178.177,4,0.71
The Jane Shermans,Ammunition,8.82e-05,0.531,235493,0.86,182,0.00891,9,0.0888,-6.473,0,0,0.0407,140.245,4,0.688
Mick Flannery,Goodbye,0.976,0.322,256173,0.181,23394,0.000543,7,0.175,-12.339,1,24,0.0315,86.84,4,0.147
A Day To Remember,If Looks Could Kill...,0.00037,0.315,197853,0.942,1632607,1.57e-05,0,0.148,-5.664,1,32,0.122,135.496,4,0.557
Coldworker,Symptoms of Sickness,2.1e-06,0.234,151147,0.942,1282,0.875,1,0.332,-4.325,1,1,0.0798,112.533,4,0.241
Ke$ha,VIP,0.00585,0.722,211467,0.692,5419636,0.00637,7,0.159,-5.847,0,37,0.0282,109.982,4,0.704
Auburn Lull,Dub 1,0.422,0.173,208693,0.53,1131,0.908,0,0.091,-10.048,0,2,0.0408,104.004,4,0.0749
The Living End,Moment In The Sun,0.000102,0.323,262507,0.923,85929,0.0,9,0.0699,-4.305,1,12,0.048,160.071,4,0.403
Ensiferum,Tumman virran taa,0.978,0.664,52507,0.124,202983,0.0,2,0.161,-15.501,0,29,0.0357,77.477,1,0.92
Oh No,Questions,0.613,0.452,155973,0.827,156,0.0,1,0.38,-4.235,0,22,0.39,187.173,4,0.549
Ferry Corsten,Feel You,0.00226,0.609,324245,0.841,187539,0.379,9,0.114,-6.988,1,9,0.0509,129.991,4,0.706
Akphaezya,Trance: H.L.4,0.441,0.46,121173,0.661,2129,0.0512,1,0.0525,-8.182,1,2,0.0548,132.295,4,0.579
So Many Dynamos,Artifacts Of Sound,0.00184,0.413,236240,0.948,2176,0.0,6,0.316,-5.835,0,6,0.0767,152.404,4,0.651
Heaven & Hell,Fear,0.000491,0.404,286280,0.899,111731,4.33e-05,11,0.458,-5.456,1,19,0.0441,77.993,4,0.321
Mount Kimbie,At Least,0.018,0.71,379286,0.722,231808,0.921,5,0.158,-11.238,0,25,0.0502,135.003,4,0.548
Kob,Thank You,0.371,0.607,130588,0.621,30660,0.742,1,0.538,-5.537,1,14,0.0324,136.023,4,0.0564
Koen Groeneveld,Wake Turbulence,0.0083,0.679,194863,0.995,11655,0.892,8,0.0323,-4.338,0,11,0.0651,124.023,4,0.4
Kawasaki 3P,Fantom,0.252,0.764,284333,0.653,731,0.000394,0,0.0744,-5.401,1,1,0.0494,105.511,4,0.755
Boozoo Bajou,Sign,0.0185,0.802,346847,0.385,51869,0.0119,4,0.114,-10.688,0,35,0.0974,79.015,4,0.749
Dr. Elmo,Junk Bond Christmas Blues,0.682,0.761,192360,0.295,1333,1.65e-05,2,0.17,-15.798,1,0,0.0688,106.331,4,0.522
The Orb,Super Soakers,0.00182,0.772,521987,0.614,99087,0.781,10,0.177,-14.358,0,8,0.0544,119.986,4,0.276
Sunstorm,The Spirit Inside,0.0324,0.576,241707,0.721,7900,0.0,8,0.106,-5.294,1,13,0.0283,105.001,4,0.342
El Goodo,I Can't Make It,7.27e-05,0.42,188133,0.92,1347,0.0462,2,0.254,-3.825,1,4,0.0341,130.148,4,0.787
Cola Jet Set,DurarÃ¡,0.726,0.485,169480,0.565,5216,0.822,2,0.143,-7.791,1,5,0.0279,131.656,4,0.476
Whitney Cummings,Facebook,0.882,0.463,107274,0.939,18821,0.0,11,0.953,-2.975,1,17,0.515,105.915,4,0.544
Socratic,spread the rumors,0.0224,0.368,178880,0.687,1303,0.0,6,0.133,-6.219,1,6,0.0461,177.993,4,0.45
Golden Silvers,My Love Is A Seed That Doesnt Grow,0.73,0.626,244787,0.364,3645,0.00271,11,0.086,-13.652,0,0,0.0346,141.087,4,0.209
Rufus Wainwright,What Would I Ever Do With A Rose?,0.936,0.285,263387,0.213,218178,0.0481,0,0.184,-12.799,1,13,0.0322,100.738,3,0.142
Agonised By Love,Shelter,0.137,0.585,332147,0.871,223,3.19e-06,9,0.106,-6.427,0,0,0.0434,91.019,4,0.531
Annet Artani,Alive (Jason Nevins Electrotek Club),0.0079,0.694,401860,0.861,192,0.00287,3,0.691,-8.74,1,0,0.0875,129.0,4,0.319
The Impressions,Love's A Comin',0.345,0.5,150440,0.432,149363,0.0,1,0.0814,-11.434,1,7,0.027,71.054,4,0.753
Cat Power,I Believe In You,0.521,0.587,248107,0.738,531991,1.83e-06,9,0.0519,-6.108,1,17,0.0349,149.057,4,0.552
Hot City,No More,0.0326,0.799,361040,0.896,363,0.897,5,0.0526,-7.687,0,0,0.0738,128.0,4,0.478
The Scary Bitches,My Little Itch,0.154,0.474,224067,0.868,159,9.29e-06,5,0.121,-4.339,1,0,0.279,130.093,4,0.537
Trim,Chinese Whispers,0.223,0.444,300760,0.43,10380,0.0,6,0.133,-15.42,0,0,0.298,98.601,4,0.697
Bertrand Soulier,La vie de con,0.00552,0.688,137360,0.731,72,0.242,4,0.196,-8.503,0,0,0.0271,105.023,4,0.6
The Bear That Wasn't,Fizzy Good (Make Feel Nice),0.818,0.588,243067,0.273,1353,7.05e-05,4,0.129,-13.574,1,11,0.0301,96.9,4,0.164
Metronomy,Holiday,0.000207,0.516,256520,0.814,698738,0.0468,1,0.222,-3.987,0,31,0.149,129.972,4,0.435
Neimo,Poison The Chalice,0.00137,0.537,210762,0.862,769,0.0,9,0.107,-4.274,1,1,0.0398,134.959,4,0.755
Vox Celesta,Zwischenspiel 1,0.686,0.152,43440,0.0298,133,0.926,8,0.118,-25.576,0,0,0.0425,99.844,3,0.104
Broadcast And The Focus Group,royal chant,0.982,0.259,134053,0.167,92590,0.378,10,0.111,-15.911,1,12,0.0416,90.007,4,0.0591
Ladytron,Ghosts (Modwheelmood Remix),0.0315,0.304,268213,0.601,165924,0.0792,2,0.0872,-7.64,1,10,0.0415,124.641,4,0.23
Fisk Industries,Gangu,0.0399,0.58,376907,0.58,880476,0.811,9,0.27,-10.382,1,0,0.169,178.735,4,0.039
be your own PET,Zombie Graveyard Party,0.000712,0.473,122240,0.974,14664,0.0,10,0.232,-2.204,0,15,0.0599,101.396,4,0.549
Kreator,Escalation,6.84e-05,0.273,204413,0.965,395776,0.00374,10,0.0952,-4.355,1,29,0.0776,151.159,4,0.279
Heike has the giggles,Too Many Dj's,0.00654,0.715,115040,0.946,545,0.00101,9,0.292,-2.231,1,1,0.0671,138.82,4,0.961
Sky Larkin,Beeline,0.00544,0.24,157587,0.867,2117,4.66e-05,5,0.0964,-4.7,1,0,0.0498,163.864,4,0.663
Lukestar,House Of Orion,0.00206,0.589,179253,0.901,1492,0.0,9,0.237,-5.632,1,0,0.0387,129.026,4,0.288
The-Dream,Fancy,0.725,0.422,389773,0.376,756412,0.0,10,0.578,-11.348,0,33,0.0335,145.959,4,0.565
Emilie-Claire Barlow,Jobim Medley,0.363,0.618,525363,0.393,45054,0.000997,8,0.0865,-12.262,1,8,0.0401,93.314,4,0.199
The Creepshow,Take My Hand,0.00103,0.533,129253,0.991,42776,0.000273,0,0.297,-2.565,1,19,0.225,115.006,4,0.423
