,Id,id2,ArtistName,SongTitle
1207,TRADZQG128F93506D5,SOPPJYP12AB0185DA2,Rainie Yang,Nu Sheng Wo Zui Da (OT:That Thrill)
1208,TRADZQV128F14A5760,SOKYXSZ12A6D4F6E92,Little Eva,The Loco-Motion
1209,TRADZWK128F9303076,SOCFQLH12AF72A942D,Simple Minds,Chelsea Girl (Live)
1210,TRADZXK128F429DB92,SOSNQQX12AF729C44C,The Killers,Show You How
1211,TRADZYD128E078BE45,SOUMJJC12A6701F4B0,New Order,Jetstream - Arthur Baker Remix
1212,TRADZZP128F428BCE6,SORTYID12A8C139D86,Damone,Child Of The Night
1213,TRAEABT128F931984D,SOQKKCG12AB017D5C4,Furry Lewis,Old Hobo
1214,TRAEACU128F933D7C1,SOOFFTS12AB018A83C,Chris Farlowe,I Just Need Your Lovin' - Original
1215,TRAEADE128F423BEF8,SOTKYKL12A8AE45B28,Joe Turner,Here Comes Your Iceman (LP Version)
1216,TRAEADK128F4270AA6,SOCDRKE12A8C13BF47,Porcupine Tree,Moon Loop (Improvisation)
1217,TRAEAEV128F1493757,SOXCKCV12A6D4F8F1F,DeGarmo & Key,He Has Risen (Communication Album Version)
1218,TRAEALX12903CB5701,SOVHLHV12AB018930B,Frank Chacksfield,Heidi
1219,TRAEARU128E0781A02,SOOEDPH12A6310E02B,David Bowie,Space Oddity (1997 Digital Remaster)
1220,TRAEASB12903CD48BC,SOBVPYI12AB018623E,Bone Thugs-N-Harmony,Fearless [Interlude] (Explicit Album Version)
1221,TRAEAST128F42931B1,SOVMXIC12A8C13CC28,Klaus Badelt,After The Fire
1222,TRAEASY128F148247C,SOFYIQI12A6D4F8D85,Charlotte Gainsbourg,Tel Que Tu Es
1223,TRAEATL128F42690A7,SOOJFKG12A8C1334E6,Aerosmith,Lord Of The Thighs
1224,TRAEATZ128F426E5C8,SOGHCFG12A8C13B254,Agnes,Non Conformist Acclaimed
1225,TRAEAVH128F4270D4C,SOOVFAZ12A8C134EEB,The Party Group,El Ventilador
1226,TRAEAZV12903D0CBA6,SOCWUXY12A58A7F1E8,Enter the Haggis,Skyswimmer
1227,TRAEBKD12903D00D5C,SOYIZYC12AB01833BF,Mac McAnally,If You Hang Around Long Enough
1228,TRAEBLA128F423CBCA,SOSCMUV12A8AE49448,T.O.K.,Hotta
1229,TRAEBOH128F9314977,SOTALBJ12AB017D609,Leo Gandelman,Bari Bossa
1230,TRAEBPG128F14AA0DA,SOFUCUZ12A6D4F9EDA,Leon Russell,Jambalaya (On The Bayou)
1231,TRAEBPU12903CE743E,SOTTMXT12AF72A1B42,Bill Laswell,The Gary Selchie - Solas
1232,TRAEBQO128F933C48A,SOQVJZI12AB018520D,Francis Lai,La valse du mariage
1233,TRAEBSG128F9317B95,SORZUVX12AB017BDCB,Herbst9_ Z'ev,Awakening of the Soulless
1234,TRAEBSY128E07873C0,SOQMWJG12A6701E1AC,Del Tha Funkee Homosapien,Mistadobalina
1235,TRAEBXE128F933B4F5,SOKKXUI12A58A7A79C,Rihanna,Good Girl Gone Bad
1236,TRAEBXS128F429933A,SOLQLGL12A8C138380,Britney Spears feat. Pharrell Williams,Boys
1237,TRAECBR128F429F8C0,SOFIFUK12A8C1393F8,Britney Spears,Everytime
1238,TRAECKI128F149EA48,SOCRNKC12A6D4FAE9D,Crazy Horse,Dance_ Dance_ Dance  (Album Version)
1239,TRAECSU128F426A84A,SOGVWMA12A8C1379BA,Headhunter,Signs Of Insanity
1240,TRAECSZ128F145DEDF,SOWOAVJ12A6D4F43C6,Sam Butera & The Witnesses,Perdido (1999 Digital Remaster)
1241,TRAECVW128E078884D,SOZVTQM12CF5F88285,Rise Against,State Of The Union
1242,TRAECWE128F1498516,SOTOPUU12A6D4FAA58,Lee Ritenour / Jeff Mironov,A Little Bit Of This And A Little Bit Of That
1243,TRAECWI128F4226133,SOCHGAQ12AF72A2EF9,Helmet,Your Head
1244,TRAEDAH12903D05A77,SOIQTTM12AC3DFB614,Dine et DÃ©on,GÃ©raldine
1245,TRAEDCT12903CD9238,SOPJBVD12AB018AACC,Martin Denny,Burma Train Change
1246,TRAEDDD12903CCF7E7,SOBWVKW12AB018E9C9,DJ Nasty,Buy You A Drink
1247,TRAEDJJ128F426A526,SOEKETC12CF5F89191,Santana,With A Little Help From My Friends
1248,TRAEDJW128F422B4CB,SONBYZV12A81C1FEBA,Ray Sandoval,A La Naturaleza
1249,TRAEDPP128F42AFB64,SOVLNMD12A8C14046C,Amalia Avgoustaki,Dimitroula
1250,TRAEDXO128F421B908,SOWSUAM12A6D4FDA56,Shaman,For Tomorrow (live)
1251,TRAEDYD128F425A868,SOUFKMA12AF72A3117,K-OS,Clap Ur Handz
1252,TRAEEBP128EF3673A7,SOIJPPR12A6D4F3945,Choir & Great Symphony Orchestra of the All-Union Radio_ N. Shpiller_ S. Krassovsky_ V. Gagarina & N,Requiem Mass_ K. 626_ 1791: Agnus Dei (Larghetto) (Mozart)
1253,TRAEEGA128F4272FF8,SOXNSGB12A8C1396F1,Elva Hsiao,Gotta Let It Go
1254,TRAEEGO12903CF7D27,SOGXWRE12AC468BE24,Chris Farlowe,Paint It Black
1255,TRAEELO128F425BD8F,SOMSKPE12A6D4FA09D,Avril,The Matter With You (Part I_ Ii_ Iii)
1256,TRAEELW128F933D255,SOMUYIL12AB0184EE2,Sticky Fingaz & Omar Epps,Don't Owe Me Nothin'
1257,TRAEEMP128F92F4B9C,SOIMSZI12AB0182252,Delbert McClinton,Lose Your Money
1258,TRAEEOQ128F9309BC0,SOZECOE12AB017E615,Gloria De Haven,Diamonds Are A Girl's Best Friend
1259,TRAEFDB128E0783952,SONLKRD12A6D4F7DB0,Rhian Benson,Say How I Feel
1260,TRAEFDK128F1473B92,SORNHUW12A6D4F9006,The Impressions,This Is My Country
1261,TRAEFJG128F9325FE4,SOBWBGS12AB01868B0,Bessie Smith,Cold In Hands Blues
1262,TRAEFON128E078C6F8,SOPMKMD12A67020BD9,MC5,Miss X (LP Version)
1263,TRAEFOU128F932105B,SORDTXF12AB017C25D,Tommy Torres,Imparable
1264,TRAEFPN128F930BD07,SOJWNDG12AB018235E,Les Malpolis,Les Amours de Nathalie
1265,TRAEFQG128F429F74E,SOZMCOM12A8C13F945,Washboard Sam,Bucket's Got A Hole In It
1266,TRAEFTR128F429A360,SONFNKK12A8C13BDE6,Shirley Caesar,Angels We Have Heard On High (Album Version)
1267,TRAEFUS12903CC2779,SODAAKS12AB018D37F,Tammy Wynette,Welcome To My World (Live)
1268,TRAEFWP128F4238373,SODCXGX12A8AE46866,Fun Lovin' Criminals,We Have All The Time In The World (Live)
1269,TRAEFYR128F4268253,SOFRDJX12A8C130B2F,Los Chunguitos,Por La Calle Abajo
1270,TRAEGAZ128F426240C,SOYYANE12A8C132D08,CÃ©line Dion,Un Garcon Pas Comme Les Autres (Ziggy)
1271,TRAEGBE128F4284973,SOZCATU12A58A7BD8D,OutKast,Happy Valentine's Day
1272,TRAEGDO128F42705BF,SOQEUVL12A8C133AC2,Andy Griffith,Just A Closer Walk With Thee
1273,TRAEGFX12903CF8E7B,SOBBDPK12AC3DF6CB3,Joe Lynn Turner,Second Hand Life
1274,TRAEGGV128F92F29B2,SOTHGTJ12A8C13399D,Warrant,Cherry Pie
1275,TRAEGHJ12903CE26DF,SOJZHAZ12AB01866C5,IYOV,Hipster Haircut
1276,TRAEGJE128F42656F1,SOVNVPF12A8C13AD4A,Otis Taylor,Round and Round
1277,TRAEGKP12903CBB66B,SOIAYAJ12AB0189B8B,Laron aka Swan featuring Alexander East,Up All Night - Remix
1278,TRAEGMN128F42690CD,SOQEBML12A8C136AA4,Alfredo Kraus/Tatiana Troyanos/London Philharmonic Orchestra/Michel Plasson,Werther (1997 Digital Remaster)_ PREMIER ACTE/ACT ONE/ERSTES AKT: Mon Ã¢me a reconnu votre Ã¢me(Werther/Charlotte)
1279,TRAEGMO128F146D5F6,SOYVTIL12A6D4F6BD4,Righteous Brothers,See That Girl
1280,TRAEGRF128F426B2D2,SOZFWDC12A8C13317B,The Clancy Brothers,Water Is Alright In Tay
1281,TRAEGRR128F422285F,SOHODRU12A81C230CE,Five Fingers of Funk,Genuine
1282,TRAEGRU128F9358874,SOAULBO12A58A7A2F8,Michael Whalen,A New Heart
1283,TRAEGUL128E078B0C1,SOZUUEA12A6701D4D2,Randy Travis,Wind In The Wire (Album Version)
1284,TRAEHBW12903CE1045,SODVRAB12AB018DD17,Tonic,Where Do I Fit
1285,TRAEHLP128F933720D,SOQRIHX12AB0185FCB,The Grip Weeds,Changed
1286,TRAEHMP128F92DCC42,SOQGJZV12A8C144767,Andy & Lucas,Amores Cobardes
1287,TRAEHNA128F423786C,SOGRIWH12A8C1318AD,MÃ³veis Coloniais de Acaju,Perca peso
1288,TRAEHOI12903CD02C8,SOKHRGL12AB018ADAC,John D. Loudermilk,Brown Girl
1289,TRAEHTK128F14A4706,SOSXYJQ12A6D4FB699,Glen Campbell And Bobbie Gentry,Mornin' Glory
1290,TRAEHTT128F9303492,SOKMREL12AB017AC04,Pablo Montero,La Copa Grande
1291,TRAEHTU128F93353E5,SOIAGWA12A8C142CE0,Jay PÃ©rez,Ojitos Dormilones
1292,TRAEHXW128F146F3C5,SOAXMZC12A6D4F67A6,Kenny Rogers,The Son Of Hickory Holler's Tramp
1293,TRAEHYF128F148AE0C,SOQKBUO12A6D4FB40F,Dave Hollister,Bad When U Broke
1294,TRAEIDZ128F42658BC,SOAFFAD12A8C130310,Arturo Sandoval,My Funny Valentine
1295,TRAEIIO128F92E08FD,SOONSFT12A8C13E5D0,Wednesday 13's Frankenstein Drag Queens From Planet 13,Hit And Rape (Album Version)
1296,TRAEIKO128F932739F,SOAHAEF12AB017E6A5,Dub Pistols feat. Lindy Layton & Rodney P,I'm In Love
1297,TRAEIKW128F1456B1A,SOJDYWJ12A6D4F3E34,Darwin's Waiting Room,Feel So Stupid (Table 9)
1298,TRAEIKX128F92CCFB6,SOFCBVB12A8C143EC8,AndrÃ© Minvielle,Les Chaudrons
1299,TRAEIMT128F1466ED6,SONRUXD12A6D4F4A5E,A.Z.,We Can't Win (Explicit)
1300,TRAEISN128F428F699,SOUVYHS12A8C13AB77,Herbert Von Karajan,"Die Fledermaus - Operette in drei Akten/Silvester-Einlagen/Dein ist mein ganzes Herz (aus ""Das Land des LÃ¤chelns"")"
1301,TRAEIUN12903CBBAC3,SOVSNHP12AB0185417,Hassan Annouri feat. Cassandra Steen,Wahrheit
1302,TRAEIYU128F931BC4B,SOKAWBI12AB018277B,Gaiteros de Pillopo,El Barbero
1303,TRAEJAC128F427FBDE,SOZBVGC12A8C1341A6,Paul Taylor / Terry Dexter,Long Distance Relationship
1304,TRAEJDC128F92D1684,SOBQWPU12A8C144A5E,Lee Ritenour,Captain Fingers
1305,TRAEJFN128F4291C10,SOCAWJO12A8C13C811,Andreas Dorau,So ist das nun mal
1306,TRAEJIW12903CE0B99,SOOXXFH12AB0186E48,Bukue One,Ready Now
1307,TRAEJMB128F93461C9,SOMZTXK12AB018491B,Hiram Bullock,Voodoo Chile
1308,TRAEJPC12903CD420E,SOMHUTQ12AB018DEF1,Serpentine,Rainbow Ride
1309,TRAEJWK128F149EA60,SOYHKYI12A6D4FAEB4,Crazy Horse,Scratchy (Takes 1-3 / bonus track)
1310,TRAEJXI128F4291A83,SOYVTPT12A8C13FBD4,Baroness,Grad
1311,TRAEKCR128F14593A5,SOPFOHF12A6D4F6538,Slim Whitman,As You Take A  Walk Through My Mind
1312,TRAEKCV128E0781A5B,SOPTTOX12A6310E279,Thomas Dolby,One Of Our Submarines
1313,TRAEKIO128F425786C,SOLRHDX12A8AE47065,Justin,WA-KA-BAM!! (INTRO)
1314,TRAELGF128F42265A9,SOSRMIF12A81C237B0,Barbara Lusch,Now_ Baby_ or Never
1315,TRAELHH128F92CF21E,SOVKDPG12A8C144EE8,RaphaÃ«l,Le Petit Train (MixÃ© Par Mark Plati)
1316,TRAELHY12903CAD56C,SODGZCH12AB0183AE6,Ini Kamoze,Goodness & Mercy
1317,TRAELNO128F42148EF,SOCXRVU12A6D4F87A2,Sugar Minott,Walking Dub
1318,TRAELRO128F92DD2F1,SOIWWJW12AB017C41E,Martha Wainwright,Comin' Tonight
1319,TRAELUY128F93147BA,SOYKSBN12AB017EF6B,Stevie Ray Vaughan And Double Trouble,Chitlins Con Carne
1320,TRAELWU128F4230D12,SOGMHRG12A6D4FE8CD,Mance Lipscomb,Motherless Children (Remastered Version) (Take 2)
1321,TRAELXD128F14A8B21,SOJENAR12A67021592,Randy Travis,On The Other Hand (Remastered Album Version)
1322,TRAEMAA128F428E58F,SOCXDDP12A8C141B23,Los Chichos,El Te Daba Mala Vida
1323,TRAEMDH128F146B548,SOJNGHO12A6D4F84BC,La Portuaria,Palabras De Amor(En Vivo)
1324,TRAEMGG12903CEBB52,SODAYSL12AB018FFFA,Boondox,Nothing To Lose
1325,TRAEMGL128F4266177,SOULRCV12A8C137BEC,Maurane,Juste Une Petite Fille
1326,TRAEMKJ12903C9D211,SOWHWDA12AB0187A89,Michael Bloomfield,Let the People Dance
1327,TRAEMMB128F426A1BF,SOWNKEY12A8C131FE7,Beatnuts featuring dead prez and Cheryl Pepsi Riley,Look Around featuring dead prez and Cheryl Pepsi Riley
1328,TRAEMNZ128F9334662,SOGVJTG12A6701E991,Aerosmith,Angel
1329,TRAEMRI128F425F33D,SOHXTED12A8C132856,Rene Touzet,Mi Son Maracaibo
1330,TRAEMTU128EF363016,SOHLWHP12A6D4F614B,Bill Laswell,Don't Lose Control
1331,TRAEMXB128F429FA26,SOGDDBQ12A8C140740,Jazz Gillum,Little Woman
1332,TRAEMZE128F426EB6B,SOGHJED12A8C137F42,Sonny Terry & Brownie McGhee,My Bulldog Blues
1333,TRAEMZO12903CC525F,SOQOEYV12AB0185DEF,Michael McDonald,Love Can Break Your Heart (LP Version)
1334,TRAEMZW128F148406D,SOAJUIE12A6D4FAC25,Free,Broad Daylight - The BBC Sessions [Top Gear 17/3/69]
1335,TRAENEO128F426789F,SOJZZJS12A8C1388F4,Leo Ku,Shi Shang Zui Qiang Man Hua Wang Da Luan Dou
1336,TRAENEZ128F427CCB4,SOXYHAQ12A8C139A64,Frankie Randall,Rudolph The Red Nosed Reindeer
1337,TRAENGX12903CBDFF6,SOFTQOA12A8C141EF8,The Pineapple Thief,Snowdrops
1338,TRAENGY128F4272846,SOFRWMT12A8C13604E,Buddy Jewell,Sweet Southern Comfort
1339,TRAENIZ128EF362B86,SOZEDYL12A6D4F6A73,Flor Silvestre,Luna De Octubre
1340,TRAENJB128F9319E46,SOCARBC12A58A7BEA3,Capleton,Say Yeah
1341,TRAENJZ12903CC901D,SODBIWB12AB018705E,Demonbreed,Hell Will Reign
1342,TRAENKS128F92F1780,SOJXYFD12A8C143701,Joe Heaney,The Ferocious O' Flahertys
1343,TRAENOH128F933978A,SOIZTGE12AB018096F,Cerati-Melero,Marea De Venus
1344,TRAENOR128F14585F8,SODOGGH12A6D4F7916,Remmy Ongala,I Want To Go Home
1345,TRAENRA128F934B998,SOWGPEW12AB0182FEF,The Last,Century City Rag
1346,TRAENTC128F422F01B,SORULTV12A8AE45994,Jimmy Riley,Life
1347,TRAENUU128F424F50C,SOSBUAO12A8C132DE4,House Of Lords,Rock Bottom
1348,TRAENVO128E0781A16,SOVMKKT12A58A7F0CC,Fun Lovin' Criminals,Love Unlimited (Explicit)
1349,TRAENWI12903CECA29,SOFGRFP12AC392B630,Helen O'Connell,The Sweetest Sounds
1350,TRAENYD128F424AA32,SOSNQLH12A8C132485,Chaotica,Turbocharger
1351,TRAEOAW128F4280F8E,SOEJGDS12A8C13875E,The Sun Harbor's Chorus-Documentary Recordings,America the Beautiful
1352,TRAEOBA12903CAFAB0,SODEQMC12AB018807F,Placebo,Hardly Wait
1353,TRAEOED128EF36659C,SOSZLHY12A6D4F5CCC,DCS,Tu Hi Tu Sada
1354,TRAEOFB12903CB7900,SOBVAPJ12AB018739D,Muse,Exogenesis: Symphony Part 1 [Overture]
1355,TRAEOFD128F9311409,SORWDCM12A6D4FC397,Kraftwerk,Computer Love (2009 Digital Remaster)
1356,TRAEOGF128F423896A,SOBIAEZ12A8AE484C8,Singing Melody,Someone To Hold
1357,TRAEOGO128F93302B9,SOCMKXW12AB0187C9C,FFH,Great Big Problem
1358,TRAEOHK128F932F77A,SOFNTFC12AB0184512,Bill & Gloria Gaither,He Will Lead His Children Home
1359,TRAEOIC12903D05C54,SOVTGRO12AC4686C43,Willie Clancy,Air: My Lagan Love
1360,TRAEOMS128F4262357,SORSFTZ12A8C1391C5,NOFX,My Heart Is Yearning
1361,TRAEOMT128F92FE852,SOGGMKI12AB017E625,Chris Clark,Tyre
1362,TRAEOOH128F934ACD4,SOCAEYG12AB01849C0,GWAR,Let's Blame The Lightman
1363,TRAEOPH128F932E302,SOAUNYK12AB01860D9,Gran Coquivacoa,Son Sabroso
1364,TRAEOUE128F93187B9,SOWMQTJ12AB0184323,Sick Puppies,Master Of The Universe
1365,TRAEOUJ128EF352F8B,SOOIXCN12A6D4F77B2,Gary Nichols,Paper Doll
1366,TRAEOUM128F42915ED,SOKLSGP12A8C13A2FD,Andreas Dorau,Das Telefon sagt Du
1367,TRAEOUQ128F9322E73,SONOXGB12A81C218C8,Gabinete Caligari,Viaje Al Averno
1368,TRAEOVG12903CEDD3A,SOCUGVI12AC468B002,James Newton Howard,The Burp Heard 'Round The World
1369,TRAEPAC12903CE5DC8,SOELRRQ12AB0188C34,Ray Charles,Let's Go
1370,TRAEPAW128F4285BAB,SODGSCA12A8C13F157,Geggy Tah,Gina
1371,TRAEPGE128F9328E94,SOAKCYS12AB01852C7,Tom Barabas,Sedona Suite (Sunrise/Prayer/Joy/Sunset)
1372,TRAEPGH128F9343CD8,SODZMUH12AB01838CD,Los Fabulosos Cadillacs,El Mensaje Soy Yo
1373,TRAEPGQ128F932AE6D,SOWESWN12AB01899E1,Loretta Lynn,I Can't Feel You Anymore
1374,TRAEPIY128E0786AB7,SOGTROT12A67020FF3,Joe Rogan,"Not Homophobic/The Word Is ""Cock"" (Spoken Word) (Album Version)"
1375,TRAEPPP128F92F11E8,SORJCKM12A8C1410BC,Mista,I'll Sweat You (LP Version)
1376,TRAEPZJ12903CB00C4,SOIXLJG12AB018508A,Unearth,Fuel the Fire
1377,TRAEQAB128F429C226,SOLOYFG12A8C133391,Bob Marley,Memphis
1378,TRAEQAC128F92FF871,SOEIRMZ12AB01864F8,Brian Free & Assurance,Emmaus
1379,TRAEQLX128F1468799,SOLPJQA12A6D4F87A0,Dream Warriors,Sound Clash
1380,TRAEQNK128F93363BB,SOSDCBC12A58A77A79,The In Crowd / Jah Stitch,Baby My Love
1381,TRAEQOS128F92EFD47,SOIEAJT12A8AE458EC,The Fray,Vienna
1382,TRAEQOW128F42521E3,SOPHMCZ12A81C21C54,Groucho Marx,Selling Jolson A Baseball Team
1383,TRAEQPB128F1475024,SODTDTD12A6D4F7D7B,Alceu ValenÃ§a,Sete Desejos
1384,TRAEQQE128F42920E3,SOJVTQT12A8C13B86D,Skeeter Davis,He Says The Same Things To Me
1385,TRAEQTU12903CC55A2,SOMTCUG12AB018D478,Tito Puente,Mambo Suavecito
1386,TRAEQWJ12903CF5475,SOXJPDJ12AC4689AE4,Memphis La Blusera,Hoy Es Hoy
1387,TRAEQZJ128F93522F8,SOZRSKM12AB01881E6,Crazy Horse,E se tu lontana sei
1388,TRAEQZR128F92E9D73,SOZBWGI12AB017D445,Skeeter Davis,Foggy Mountain Top
1389,TRAERAC128F92E0186,SOOXCKQ12AB0184FBC,One Block Radius,All On Our Own
1390,TRAERCO128F4222C43,SOMFGBQ12A582917CD,Various Indian Tribes,Mountain By The Sea (Tribe Unknown)
1391,TRAERCU128F42660A2,SOOWPWH12A8C13649B,Timo Maas,Bad Days
1392,TRAERFO128F1481BBE,SOCHXGO12A6D4F918E,Nana Caymmi,Nossa DanÃ§a
1393,TRAERMS128F427EC54,SOKYSHY12A8C13EA99,Anat Ben David,Moon Boom
1394,TRAERNN12903CEABCE,SOFVPZU12AF729CC83,Butthole Surfers,All Day
1395,TRAEROB12903CE3E7D,SOIBLAH12AB018B3BA,Pepper,Stormtrooper (Live)
1396,TRAEROM12903CB2814,SOVDKIH12AB0187301,Memphis La Blusera,La RevoluciÃ³n
1397,TRAERPT128F931103E,SODLKUO12A8C13CA35,The Rolling Stones,Time Is On My Side
1398,TRAERQB128F932563F,SOCTMWO12AB018563C,Twila Paris,We Will Glorify (Key-B-Db-Premiere Performance Plus)
1399,TRAERST128F4266F90,SOIXNYE12A8C1366F2,Bob Carlisle,Man Of No Reputation
1400,TRAERST128F4267A39,SOJRGAN12A8C1339B6,The Michael Stanley Band,Waste A Little Time On Me
1401,TRAERUT128F429B075,SOPZKAF12A8C140A6A,Mariano Yanani,Air_ Siote No. 3 (J.S. Bach)
1402,TRAESDC12903CCEA5E,SOOPTTP12A8C134AA6,Rikk Agnew,Everyday
1403,TRAESJK128E0792227,SOXVSTI12A6310ECC7,Eminem,Ricky Ticky Toc
1404,TRAESJN128F92E38F1,SOMNMLC12A8C144272,Malkit Singh,Mana Laina Chahida
1405,TRAESQE128F92D0349,SOIEXWD12A8C14314E,Barry Manilow,Come Monday
1406,TRAESRT12903CC70CE,SOUYBKO12AB018735E,Carlos Baute,Angelito (Directo 09)
1407,TRAESVN128F4213033,SOPJEXC12A6D4FB529,Marga Gomez,Hot Dental Supplies
1408,TRAESWB128F149CB2C,SOQTVUL12A6D4F8F04,Dexys Midnight Runners,Until I Believe In My Soul
1409,TRAETAG128F93385AE,SOQTFNY12A8AE47D3F,Jean-Jacques Goldman,LÃ -Bas
1410,TRAETFX128F933CE66,SOJADBN12A6D4FD5F2,Etienne de CrÃ©cyÂ ,DÃ©stockage massif (with Alex Gopher)
1411,TRAETGI12903CBCC00,SOGKMGI12AB018B11C,T-la Rock,Back To Burn
1412,TRAETLW128F92C44F3,SOULMYP12A8C143D8B,Kent,Ingenting
1413,TRAETLY128F92FBEE0,SOQJQUF12AB0184B38,Silent Stream Of Godless Elegy,Theme III
1414,TRAETNO128F4222A06,SOAABSU12A81C1FB9E,Stiff Meat,Lonely
1415,TRAETPQ128F92E562A,SOHBEDZ12A8C14021D,Sonora Santanera,Estoy Pensando En TÃ­
1416,TRAETPY12903CF4D2F,SOJPZOO12AC90718EE,Asterisk*,Iron-head: Palestine
1417,TRAETTV12903CBBD09,SOIDJZY12A6701DEF7,Jimi Hendrix,Voodoo Chile Blues
1418,TRAETWO128F4261792,SOSMRWG12A58A7EA03,Dr. Elmo,Grandma's Spending Christmas with the Superstars
1419,TRAETWP128F421AD6A,SOLHQLA12A58A7653B,Tommy Castro,Sho' Enough
1420,TRAETYC128F933BBF4,SOCWHIU12AB01872DA,Les Ogres De Barback,L'education du corps des porcs
1421,TRAETZJ128F422B208,SOPHKMV12A6D4F92BC,Panzer AG,WHEN I AM YOU
1422,TRAEUAX12903CA7635,SOOMWCA12AB01834ED,Rodney O & Joe Cooley,Murda'
1423,TRAEUCH128F427FA5E,SOVZXBP12A8C1366A1,Gus Cannon,Big Railroad Blues
1424,TRAEUDO128F149CD13,SOKLETG12A58A7D0BF,Suicide,Do It Nice
1425,TRAEUGG128E07826F2,SOCQXMW12A58A7E63F,William Orbit,The Monkey King
1426,TRAEUHN128F92E2C7F,SOTESSB12AB017F56D,Point Of Grace,Amazing (LP Version)
1427,TRAEUIW12903D018F0,SOGCDYR12AC961854A,Jack Johnson,You And Your Heart
1428,TRAEUJB128F427B76F,SOMCQZY12A8C136BBF,Lee Ritenour,Can You Feel It?
1429,TRAEUMH128F42592BF,SOBHGGX12A8AE45557,Max Melvin,Someday
1430,TRAEUPF12903CB6277,SONGLFT12AB0189B1E,Plagia,Floripa
1431,TRAEUVH128F422559A,SOMUULD12A6D4FBB30,La Portuaria,Hasta El Final
1432,TRAEUYY128F9311B94,SONGJCH12A8C140C32,Hollywood Bowl Orchestra / John Mauceri,John Dunbar Theme [Dances with Wolves]
1433,TRAEUZZ128F931555B,SOYDWJC12AB017D699,Rainer Bielfeldt,Gewisse Leute
1434,TRAEVEE12903CEB465,SOOUQMH12A58A7C633,Sylvester Weaver,Guitar Rag
1435,TRAEVHU128F92D9EA0,SOHOPAT12A8C1436AC,Blue October,My Never
1436,TRAEVIA12903CC3C37,SOCKZDX12A58A7B950,X,Motel Room In My Bed (LP Version)
1437,TRAEVIK12903CCC7E2,SOJEZUU12AB018B8C5,Jimi Hendrix,Fire
1438,TRAEVJH128F9340C1C,SOROJYG12AB0182217,Intars Busulis,???????
1439,TRAEVKG12903CE75F4,SOUEEDA12AC3DF474F,Jedi Mind Tricks,Brute Force II
1440,TRAEVLC128F9306C77,SONJHTY12AB017FCE6,Broadcast,One Hour Empire
1441,TRAEVLO128F933DE9E,SOUWIHB12AB0182455,Fiona,No More Lonely Nights
1442,TRAEVLZ128F932D969,SOKOPOR12AB0184FED,Carl Crack,Dogon
1443,TRAEVME128F92DF956,SOQTUQJ12A8C144F36,France D'Amour,Ma soeur
1444,TRAEVRI128F93608F3,SOFMMKA12A58A7CBF5,Phil Collins,Welcome
1445,TRAEVRU128F4263351,SOXFAJU12A8C131CEC,Teena Marie,Light
1446,TRAEVTK128F9337030,SOKUGPJ12A58A7FD8D,Mindless Self Indulgence,Never Wanted to Dance (Live In London)
1447,TRAEVYV128F4231BA7,SOOSGYY12A8135690B,Ray Charles,Losing Hand & Dialog #3 (w/reverb) (Rehearsal Session with Ahmet Ertegun_ 1953)
1448,TRAEWEC128F421F5D9,SONNOZT12A6D4FC2EE,Laurindo Almeida,Pega Joso
1449,TRAEWGT128F930A556,SOESZEO12AB017F908,Mandi,Pieni Maailma
1450,TRAEWHH128F428F3AB,SOAQHHC12A8C139869,The Color Red,Cleansing
1451,TRAEWKQ128F427C3EC,SOJUNOI12A8C137A33,Jim Bryson,Somewhere Else
1452,TRAEWKS12903CB651D,SOXMPXX12AB01891E3,IrreversÃ­veis,Os Dois IrreversÃ­veis
1453,TRAEWLF128F42B1F89,SOYXZAY12A8C1406D1,Information Society,More to This
1454,TRAEWMF128F93080BE,SOQMMMQ12AB0181202,Marcie Blane,Ragtime Sound
1455,TRAEWQN128F4286306,SOXGJST12A8C1406F6,Curtis Mayfield,This Year (ReMastered)
1456,TRAEWQP128F9330AF7,SOOHVCV12AB0181E5D,PMD,The Awakening (Clean)
1457,TRAEWQV128F427B9B2,SORZRPC12A8C13A1B1,Alain Morisod,Besame Mucho
1458,TRAEWUR128F1456EAB,SOFCZKJ12A6D4F5BF0,Tom Cochrane,What's In You?
1459,TRAEWUW128F42710A4,SOZCYVH12A8C13EB54,Gold City,It Came Upon The Midnight Clear
1460,TRAEWVG128F428AC7F,SOBKIMB12A8C136DE9,Foo Fighters,X-Static
1461,TRAEWXY128E0786183,SOSGXII12A67020363,U2,Vertigo
1462,TRAEWYQ128F9306C38,SOSBROL12AB0183CD0,Roy Drusky,Country Rose
1463,TRAEXAN128EF354542,SOSYNKD12A6D4F6655,SAF,Skopska situacija
1464,TRAEXEA128F933C67D,SOMHQKT12A6D4FAE5D,Pursuit Of Happiness,Hard To Laugh
1465,TRAEXGP128F4283791,SOQIJPO12A8C13E369,Jane Winther,Deep Voices
1466,TRAEXHW128F92E2602,SOBVXQL12A6D4F7FC0,Gym Class Heroes,New Friend Request (Amended Version)
1467,TRAEXLG128F932B2EC,SOUGKGL12A58A7BA58,Xmilk,Why
1468,TRAEXNK128F14901F8,SOBUAFP12A6D4F9934,Mario Rosenstock,Smoke
1469,TRAEXSE128F4249171,SONSWDF12A8C133D57,Jape Squad,Bus Monkeys
